RegistrationId, ApplicationId, NormalizedMarks, GATE-Score, AIR, RawMarks, MCQ-Rank, MCQ-Mraks, NAT-Rank, NAT-Marks, IsQualified, GenCutoff, OBCCutoff, SC/ST/PD CuttOff
AG17S27117004,R237S96,0.0,-116,1406,-1.0,1431,-1.0,923,0.0,false,25.0,22.5,16.6
AG17S28021001,R147R30,0.0,-116,1406,-1.0,1431,-1.0,923,0.0,false,25.0,22.5,16.6
AG17S27108017,R605N53,0.0,-116,1406,-1.33,1437,-1.33,923,0.0,false,25.0,22.5,16.6
AG17S27110019,R380U27,0.0,-116,1406,-1.33,1437,-1.33,923,0.0,false,25.0,22.5,16.6
AG17S23031005,R223R71,0.0,-116,1406,-1.33,1437,-1.33,923,0.0,false,25.0,22.5,16.6
AG17S27007007,R524V99,0.0,-116,1406,-1.33,1437,-1.33,923,0.0,false,25.0,22.5,16.6
AG17S24002013,R322G44,0.0,-116,1406,-1.33,1437,-1.33,923,0.0,false,25.0,22.5,16.6
AG17S21417004,R451E80,0.0,-116,1406,-1.33,1437,-1.33,923,0.0,false,25.0,22.5,16.6
AG17S25017164,R337Z54,0.0,-116,1406,-1.33,1437,-1.33,923,0.0,false,25.0,22.5,16.6
AG17S27109039,R304K70,0.0,-116,1406,-1.67,1449,-1.67,923,0.0,false,25.0,22.5,16.6
AG17S27110081,R496X21,0.0,-116,1406,-1.67,1449,-1.67,923,0.0,false,25.0,22.5,16.6
AG17S26024003,R266Q21,0.0,-116,1406,-1.67,1449,-1.67,923,0.0,false,25.0,22.5,16.6
AG17S21234003,R412Z23,0.0,-116,1406,-1.67,1449,-1.67,923,0.0,false,25.0,22.5,16.6
AG17S27111083,R417W27,0.0,-116,1406,-1.67,1449,-1.67,923,0.0,false,25.0,22.5,16.6
AG17S25002001,R630E12,0.0,-116,1406,-1.67,1449,-1.67,923,0.0,false,25.0,22.5,16.6
AG17S22045015,R609X89,0.0,-116,1406,-1.67,1449,-1.67,923,0.0,false,25.0,22.5,16.6
AG17S27109051,R449K47,0.0,-116,1406,-2.0,1458,-2.0,923,0.0,false,25.0,22.5,16.6
AG17S27109071,R501Y85,0.0,-116,1406,-2.0,1458,-2.0,923,0.0,false,25.0,22.5,16.6
AG17S27109029,R467Z19,0.0,-116,1406,-2.0,1458,-2.0,923,0.0,false,25.0,22.5,16.6
AG17S27110035,R594Y71,0.0,-116,1406,-2.0,1458,-2.0,923,0.0,false,25.0,22.5,16.6
AG17S26003024,R235X51,0.0,-116,1406,-2.0,1458,-2.0,923,0.0,false,25.0,22.5,16.6
AG17S27111041,R368J63,0.0,-116,1406,-2.0,1458,-2.0,923,0.0,false,25.0,22.5,16.6
AG17S27111051,R343P20,0.0,-116,1406,-2.0,1458,-2.0,923,0.0,false,25.0,22.5,16.6
AG17S27001056,R470N72,0.0,-116,1406,-2.0,1458,-2.0,923,0.0,false,25.0,22.5,16.6
AG17S22060004,R619M39,0.0,-116,1406,-2.0,1458,-2.0,923,0.0,false,25.0,22.5,16.6
AG17S23031001,R228Z12,0.0,-116,1406,-2.0,1458,-2.0,923,0.0,false,25.0,22.5,16.6
AG17S22090001,R456B49,0.0,-116,1406,-2.0,1458,-2.0,923,0.0,false,25.0,22.5,16.6
AG17S27114009,R594H21,0.0,-116,1406,-2.0,1458,-2.0,923,0.0,false,25.0,22.5,16.6
AG17S22064001,R206H22,0.0,-116,1406,-2.0,1458,-2.0,923,0.0,false,25.0,22.5,16.6
AG17S25025001,R249A35,0.0,-116,1406,-2.0,1458,-2.0,923,0.0,false,25.0,22.5,16.6
AG17S26004032,R337A62,0.0,-116,1406,-2.0,1458,-2.0,923,0.0,false,25.0,22.5,16.6
AG17S24050010,R166W98,0.0,-116,1406,-2.0,1458,-2.0,923,0.0,false,25.0,22.5,16.6
AG17S27107001,R622N96,0.0,-116,1406,-2.33,1480,-2.33,923,0.0,false,25.0,22.5,16.6
AG17S27109021,R379S81,0.0,-116,1406,-2.33,1480,-2.33,923,0.0,false,25.0,22.5,16.6
AG17S28022015,R579B24,0.0,-116,1406,-2.33,1480,-2.33,923,0.0,false,25.0,22.5,16.6
AG17S22061001,R626S48,0.0,-116,1406,-2.33,1480,-2.33,923,0.0,false,25.0,22.5,16.6
AG17S22012007,R456N59,0.0,-116,1406,-2.33,1480,-2.33,923,0.0,false,25.0,22.5,16.6
AG17S25018010,R252D95,0.0,-116,1406,-2.33,1480,-2.33,923,0.0,false,25.0,22.5,16.6
AG17S27109079,R380F70,0.0,-116,1406,-2.67,1490,-2.67,923,0.0,false,25.0,22.5,16.6
AG17S27110063,R218H96,0.0,-116,1406,-2.67,1490,-2.67,923,0.0,false,25.0,22.5,16.6
AG17S27110047,R362Q56,0.0,-116,1406,-2.67,1490,-2.67,923,0.0,false,25.0,22.5,16.6
AG17S26003007,R499U37,0.0,-116,1406,-2.67,1490,-2.67,923,0.0,false,25.0,22.5,16.6
AG17S25018007,R604K21,0.0,-116,1406,-2.67,1490,-2.67,923,0.0,false,25.0,22.5,16.6
AG17S25017208,R331Z16,0.0,-116,1406,-2.67,1490,-2.67,923,0.0,false,25.0,22.5,16.6
AG17S27109059,R337U72,0.0,-116,1406,-3.0,1498,-3.0,923,0.0,false,25.0,22.5,16.6
AG17S21418001,R275C14,0.0,-116,1406,-3.0,1498,-3.0,923,0.0,false,25.0,22.5,16.6
AG17S24016106,R502Q21,0.0,-116,1406,-3.0,1498,-3.0,923,0.0,false,25.0,22.5,16.6
AG17S26052064,R174V47,0.0,-116,1406,-3.0,1498,-3.0,923,0.0,false,25.0,22.5,16.6
AG17S27114003,R238C28,0.0,-116,1406,-3.0,1498,-3.0,923,0.0,false,25.0,22.5,16.6
AG17S25019009,R526D45,0.0,-116,1406,-3.0,1498,-3.0,923,0.0,false,25.0,22.5,16.6
AG17S21407003,R402B21,0.0,-116,1406,-3.0,1498,-3.0,923,0.0,false,25.0,22.5,16.6
AG17S27109083,R248V86,0.0,-116,1406,-3.33,1505,-3.33,923,0.0,false,25.0,22.5,16.6
AG17S27111085,R521G89,0.0,-116,1406,-3.33,1505,-3.33,923,0.0,false,25.0,22.5,16.6
AG17S22045019,R600K82,0.0,-116,1406,-3.33,1505,-3.33,923,0.0,false,25.0,22.5,16.6
AG17S25009010,R309J11,0.0,-116,1406,-3.33,1505,-3.33,923,0.0,false,25.0,22.5,16.6
AG17S23017001,R418G58,0.0,-116,1406,-3.33,1505,-3.33,923,0.0,false,25.0,22.5,16.6
AG17S26004020,R482V72,0.0,-116,1406,-3.67,1513,-3.67,923,0.0,false,25.0,22.5,16.6
AG17S22040001,R639R90,0.0,-116,1406,-3.67,1513,-3.67,923,0.0,false,25.0,22.5,16.6
AG17S27110011,R236V90,0.0,-116,1406,-4.0,1518,-4.0,923,0.0,false,25.0,22.5,16.6
AG17S22049001,R567D14,0.0,-116,1406,-4.0,1518,-4.0,923,0.0,false,25.0,22.5,16.6
AG17S21415002,R598S99,0.0,-116,1406,-4.33,1520,-4.33,923,0.0,false,25.0,22.5,16.6
AG17S28028007,R396G24,0.0,-116,1406,-4.33,1520,-4.33,923,0.0,false,25.0,22.5,16.6
AG17S27109037,R389E76,0.0,-116,1406,-4.67,1522,-4.67,923,0.0,false,25.0,22.5,16.6
AG17S27109013,R557Q75,0.0,-116,1406,-4.67,1522,-4.67,923,0.0,false,25.0,22.5,16.6
AG17S27108015,R277C94,0.0,-116,1406,-4.67,1522,-4.67,923,0.0,false,25.0,22.5,16.6
AG17S27110043,R384S80,0.0,-116,1406,-4.67,1522,-4.67,923,0.0,false,25.0,22.5,16.6
AG17S22033003,R619U21,0.0,-116,1406,-4.67,1522,-4.67,923,0.0,false,25.0,22.5,16.6
AG17S27111035,R505X66,0.0,-116,1406,-4.67,1522,-4.67,923,0.0,false,25.0,22.5,16.6
AG17S23019001,R447F29,0.0,-116,1406,-4.67,1522,-4.67,923,0.0,false,25.0,22.5,16.6
AG17S27116006,R174V45,0.0,-116,1406,-4.67,1522,-4.67,923,0.0,false,25.0,22.5,16.6
AG17S27110065,R217U37,0.0,-116,1406,-5.0,1532,-5.0,923,0.0,false,25.0,22.5,16.6
AG17S25002049,R577P77,0.0,-116,1406,-5.0,1532,-5.0,923,0.0,false,25.0,22.5,16.6
AG17S25002025,R319T97,0.0,-116,1406,-5.0,1532,-5.0,923,0.0,false,25.0,22.5,16.6
AG17S27108011,R435E74,0.0,-116,1406,-5.33,1536,-5.33,923,0.0,false,25.0,22.5,16.6
AG17S25002019,R336B70,0.0,-116,1406,-5.33,1536,-5.33,923,0.0,false,25.0,22.5,16.6
AG17S25010007,R309G79,0.0,-116,1406,-5.33,1536,-5.33,923,0.0,false,25.0,22.5,16.6
AG17S25033001,R238F31,0.0,-116,1406,-5.67,1539,-5.67,923,0.0,false,25.0,22.5,16.6
AG17S25014007,R575D35,0.0,-116,1406,-6.0,1541,-6.0,923,0.0,false,25.0,22.5,16.6
AG17S22106007,R421U95,0.0,-116,1406,-6.0,1541,-6.0,923,0.0,false,25.0,22.5,16.6
AG17S22005001,R587Z82,0.0,-116,1406,-6.0,1541,-6.0,923,0.0,false,25.0,22.5,16.6
AG17S22021001,R500D57,0.0,-116,1406,-6.0,1541,-6.0,923,0.0,false,25.0,22.5,16.6
AG17S22059001,R261C27,0.0,-116,1406,-6.0,1541,-6.0,923,0.0,false,25.0,22.5,16.6
AG17S21103001,R367B72,0.0,-116,1406,-6.0,1541,-6.0,923,0.0,false,25.0,22.5,16.6
AG17S26031003,R459Q67,0.0,-116,1406,-7.0,1552,-7.0,923,0.0,false,25.0,22.5,16.6
AG17S25024004,R173G16,0.0,-116,1406,-7.0,1552,-7.0,923,0.0,false,25.0,22.5,16.6
AG17S27115009,R283S55,0.0,-116,1406,-7.33,1554,-7.33,923,0.0,false,25.0,22.5,16.6
AG17S27111037,R411E26,0.0,-116,1406,-7.33,1554,-7.33,923,0.0,false,25.0,22.5,16.6
AG17S28022007,R576F55,0.0,-116,1406,-7.33,1554,-7.33,923,0.0,false,25.0,22.5,16.6
AG17S25002034,R219Q92,0.0,-116,1406,-7.33,1554,-7.33,923,0.0,false,25.0,22.5,16.6
AG17S22081001,R600E20,0.0,-116,1406,-7.67,1560,-7.67,923,0.0,false,25.0,22.5,16.6
AG17S22014045,R558V83,0.0,-116,1406,-8.0,1561,-8.0,923,0.0,false,25.0,22.5,16.6
AG17S27107021,R597A60,0.0,-116,1406,-8.33,1562,-8.33,923,0.0,false,25.0,22.5,16.6
AG17S27111019,R506V48,0.0,-116,1406,-8.67,1564,-8.67,923,0.0,false,25.0,22.5,16.6
AG17S27001032,R130W57,0.0,-116,1406,-8.67,1564,-8.67,923,0.0,false,25.0,22.5,16.6
AG17S27109019,R536T38,0.0,-116,1406,-10.33,1566,-10.33,923,0.0,false,25.0,22.5,16.6
AG17S27109007,R368E96,0.0,-116,1406,-10.33,1566,-10.33,923,0.0,false,25.0,22.5,16.6
AG17S25020010,R552C32,0.0,-116,1406,-10.33,1566,-10.33,923,0.0,false,25.0,22.5,16.6
