RegistrationId, ApplicationId, NormalizedMarks, GATE-Score, AIR, RawMarks, MCQ-Rank, MCQ-Mraks, NAT-Rank, NAT-Marks, IsQualified, GenCutoff, OBCCutoff, SC/ST/PD CuttOff
AG17S24016098,R381S45,0.0,257,267,20.0,207,16.0,358,4.0,true,25.0,22.5,16.6
AG17S21426002,R137S20,0.0,257,267,20.0,137,18.0,529,2.0,false,25.0,22.5,16.6
AG17S21404001,R100X16,0.0,251,274,19.67,511,10.67,159,9.0,false,25.0,22.5,16.6
AG17S27001036,R402T20,0.0,251,274,19.67,511,10.67,159,9.0,false,25.0,22.5,16.6
AG17S25005001,R171N29,0.0,251,274,19.67,511,10.67,159,9.0,false,25.0,22.5,16.6
AG17S21423002,R506R14,0.0,251,274,19.67,367,12.67,219,7.0,false,25.0,22.5,16.6
AG17S25004013,R271B28,0.0,251,274,19.67,367,12.67,219,7.0,false,25.0,22.5,16.6
AG17S26041022,R341K46,0.0,251,274,19.67,367,12.67,219,7.0,false,25.0,22.5,16.6
AG17S27001080,R471P74,0.0,251,274,19.67,220,15.67,358,4.0,false,25.0,22.5,16.6
AG17S26054085,R243W37,0.0,251,274,19.67,184,16.67,445,3.0,true,25.0,22.5,16.6
AG17S25004025,R184E94,0.0,251,274,19.67,184,16.67,445,3.0,false,25.0,22.5,16.6
AG17S25017019,R318N25,0.0,251,274,19.67,184,16.67,445,3.0,false,25.0,22.5,16.6
AG17S21323001,R121H56,0.0,251,274,19.67,154,17.67,529,2.0,false,25.0,22.5,16.6
AG17S28004001,R648U79,0.0,251,274,19.67,125,18.67,764,1.0,false,25.0,22.5,16.6
AG17S24016055,R314U93,0.0,251,274,19.67,107,19.67,923,0.0,false,25.0,22.5,16.6
AG17S21416002,R235A30,0.0,244,287,19.33,698,8.33,124,11.0,false,25.0,22.5,16.6
AG17S22014021,R167P96,0.0,244,287,19.33,604,9.33,140,10.0,false,25.0,22.5,16.6
AG17S22029006,R515J34,0.0,244,287,19.33,462,11.33,187,8.0,false,25.0,22.5,16.6
AG17S26035016,R315X30,0.0,244,287,19.33,329,13.33,261,6.0,false,25.0,22.5,16.6
AG17S23013038,R472S78,0.0,244,287,19.33,238,15.33,358,4.0,false,25.0,22.5,16.6
AG17S23055160,R107E49,0.0,244,287,19.33,238,15.33,358,4.0,false,25.0,22.5,16.6
AG17S24020021,R221T26,0.0,244,287,19.33,238,15.33,358,4.0,false,25.0,22.5,16.6
AG17S21417002,R208A49,0.0,244,287,19.33,112,19.33,923,0.0,false,25.0,22.5,16.6
AG17S25004031,R288X39,0.0,238,295,19.0,730,8.0,124,11.0,false,25.0,22.5,16.6
AG17S24023007,R127H18,0.0,238,295,19.0,630,9.0,140,10.0,false,25.0,22.5,16.6
AG17S22014015,R234P97,0.0,238,295,19.0,415,12.0,219,7.0,false,25.0,22.5,16.6
AG17S27008010,R286D11,0.0,238,295,19.0,415,12.0,219,7.0,false,25.0,22.5,16.6
AG17S27001108,R339Q42,0.0,238,295,19.0,346,13.0,261,6.0,false,25.0,22.5,16.6
AG17S22014023,R270E11,0.0,238,295,19.0,295,14.0,314,5.0,false,25.0,22.5,16.6
AG17S26054070,R102F58,0.0,238,295,19.0,295,14.0,314,5.0,false,25.0,22.5,16.6
AG17S26054005,R358X46,0.0,238,295,19.0,207,16.0,445,3.0,false,25.0,22.5,16.6
AG17S21209004,R223E28,0.0,238,295,19.0,181,17.0,529,2.0,false,25.0,22.5,16.6
AG17S21211003,R160D39,0.0,238,295,19.0,137,18.0,764,1.0,false,25.0,22.5,16.6
AG17S27001024,R440K27,0.0,238,295,19.0,118,19.0,923,0.0,false,25.0,22.5,16.6
AG17S24002040,R137W35,0.0,238,295,19.0,118,19.0,923,0.0,true,25.0,22.5,16.6
AG17S23055043,R236S74,0.0,232,307,18.67,581,9.67,159,9.0,false,25.0,22.5,16.6
AG17S21231004,R380G28,0.0,232,307,18.67,511,10.67,187,8.0,false,25.0,22.5,16.6
AG17S28020030,R416U46,0.0,232,307,18.67,314,13.67,314,5.0,false,25.0,22.5,16.6
AG17S26042005,R398H88,0.0,232,307,18.67,314,13.67,314,5.0,false,25.0,22.5,16.6
AG17S25005025,R598A23,0.0,232,307,18.67,262,14.67,358,4.0,false,25.0,22.5,16.6
AG17S24035030,R517Q61,0.0,232,307,18.67,262,14.67,358,4.0,false,25.0,22.5,16.6
AG17S21225001,R551V77,0.0,232,307,18.67,262,14.67,358,4.0,false,25.0,22.5,16.6
AG17S26040019,R335X34,0.0,232,307,18.67,262,14.67,358,4.0,true,25.0,22.5,16.6
AG17S26041013,R399F80,0.0,232,307,18.67,262,14.67,358,4.0,false,25.0,22.5,16.6
AG17S26044005,R398E42,0.0,232,307,18.67,262,14.67,358,4.0,false,25.0,22.5,16.6
AG17S21312007,R113J53,0.0,232,307,18.67,220,15.67,445,3.0,false,25.0,22.5,16.6
AG17S22026007,R639J31,0.0,232,307,18.67,220,15.67,445,3.0,false,25.0,22.5,16.6
AG17S21425001,R596Y78,0.0,232,307,18.67,184,16.67,529,2.0,false,25.0,22.5,16.6
AG17S25017132,R210B41,0.0,232,307,18.67,184,16.67,529,2.0,false,25.0,22.5,16.6
AG17S26042010,R399V64,0.0,232,307,18.67,184,16.67,529,2.0,false,25.0,22.5,16.6
AG17S27001094,R469P31,0.0,232,307,18.67,125,18.67,923,0.0,false,25.0,22.5,16.6
AG17S23013050,R408F87,0.0,232,307,18.67,125,18.67,923,0.0,false,25.0,22.5,16.6
AG17S21405005,R239B33,0.0,226,324,18.33,604,9.33,159,9.0,false,25.0,22.5,16.6
AG17S27001086,R450T65,0.0,226,324,18.33,604,9.33,159,9.0,true,25.0,22.5,16.6
AG17S23055151,R610R65,0.0,226,324,18.33,531,10.33,187,8.0,false,25.0,22.5,16.6
AG17S22042001,R234Z25,0.0,226,324,18.33,395,12.33,261,6.0,false,25.0,22.5,16.6
AG17S26052007,R115G33,0.0,226,324,18.33,329,13.33,314,5.0,true,25.0,22.5,16.6
AG17S24030001,R333M42,0.0,226,324,18.33,279,14.33,358,4.0,false,25.0,22.5,16.6
AG17S21213001,R612S45,0.0,226,324,18.33,171,17.33,764,1.0,true,25.0,22.5,16.6
AG17S23013048,R402D15,0.0,226,324,18.33,171,17.33,764,1.0,false,25.0,22.5,16.6
AG17S26037001,R535C84,0.0,226,324,18.33,171,17.33,764,1.0,false,25.0,22.5,16.6
AG17S27113001,R203C80,0.0,220,333,18.0,826,7.0,124,11.0,false,25.0,22.5,16.6
AG17S26042013,R290T25,0.0,220,333,18.0,730,8.0,140,10.0,true,25.0,22.5,16.6
AG17S22086001,R218M44,0.0,220,333,18.0,558,10.0,187,8.0,false,25.0,22.5,16.6
AG17S23055022,R535V35,0.0,220,333,18.0,415,12.0,261,6.0,false,25.0,22.5,16.6
AG17S21235001,R237G75,0.0,220,333,18.0,295,14.0,358,4.0,false,25.0,22.5,16.6
AG17S22043016,R610E81,0.0,220,333,18.0,295,14.0,358,4.0,false,25.0,22.5,16.6
AG17S28012042,R327Q85,0.0,220,333,18.0,255,15.0,445,3.0,false,25.0,22.5,16.6
AG17S28020004,R531T22,0.0,220,333,18.0,137,18.0,923,0.0,false,25.0,22.5,16.6
AG17S25017122,R288P57,0.0,220,333,18.0,137,18.0,923,0.0,false,25.0,22.5,16.6
AG17S26022010,R261C20,0.0,213,342,17.67,444,11.67,261,6.0,false,25.0,22.5,16.6
AG17S25017016,R316T88,0.0,213,342,17.67,367,12.67,314,5.0,true,25.0,22.5,16.6
AG17S26052046,R468H16,0.0,213,342,17.67,220,15.67,529,2.0,false,25.0,22.5,16.6
AG17S25003025,R343M12,0.0,213,342,17.67,220,15.67,529,2.0,false,25.0,22.5,16.6
AG17S23013044,R430B29,0.0,213,342,17.67,220,15.67,529,2.0,false,25.0,22.5,16.6
AG17S26054019,R113W55,0.0,213,342,17.67,184,16.67,764,1.0,false,25.0,22.5,16.6
AG17S23017003,R468A16,0.0,213,342,17.67,184,16.67,764,1.0,true,25.0,22.5,16.6
AG17S22076004,R231F27,0.0,207,349,17.33,875,6.33,124,11.0,true,25.0,22.5,16.6
AG17S27001062,R457C38,0.0,207,349,17.33,604,9.33,187,8.0,true,25.0,22.5,16.6
AG17S21415006,R404F10,0.0,207,349,17.33,604,9.33,187,8.0,false,25.0,22.5,16.6
AG17S25017198,R295V75,0.0,207,349,17.33,531,10.33,219,7.0,false,25.0,22.5,16.6
AG17S22030006,R516B51,0.0,207,349,17.33,462,11.33,261,6.0,false,25.0,22.5,16.6
AG17S26052043,R110R68,0.0,207,349,17.33,395,12.33,314,5.0,true,25.0,22.5,16.6
AG17S26023001,R225T11,0.0,207,349,17.33,329,13.33,358,4.0,true,25.0,22.5,16.6
AG17S26052037,R133T82,0.0,207,349,17.33,279,14.33,445,3.0,true,25.0,22.5,16.6
AG17S26054016,R331K82,0.0,207,349,17.33,279,14.33,445,3.0,true,25.0,22.5,16.6
AG17S24016094,R161Q69,0.0,207,349,17.33,238,15.33,529,2.0,true,25.0,22.5,16.6
AG17S25032001,R298Q33,0.0,207,349,17.33,238,15.33,529,2.0,false,25.0,22.5,16.6
AG17S21220001,R539U31,0.0,201,360,17.0,730,8.0,159,9.0,true,25.0,22.5,16.6
AG17S24016076,R220F44,0.0,201,360,17.0,630,9.0,187,8.0,false,25.0,22.5,16.6
AG17S27008013,R236J89,0.0,201,360,17.0,630,9.0,187,8.0,false,25.0,22.5,16.6
AG17S24035040,R517E73,0.0,201,360,17.0,558,10.0,219,7.0,false,25.0,22.5,16.6
AG17S25006003,R167F30,0.0,201,360,17.0,491,11.0,261,6.0,false,25.0,22.5,16.6
AG17S27001012,R402N31,0.0,201,360,17.0,491,11.0,261,6.0,false,25.0,22.5,16.6
AG17S25005007,R156X29,0.0,201,360,17.0,491,11.0,261,6.0,false,25.0,22.5,16.6
AG17S21232004,R435B28,0.0,201,360,17.0,346,13.0,358,4.0,false,25.0,22.5,16.6
AG17S28012022,R238A61,0.0,201,360,17.0,346,13.0,358,4.0,false,25.0,22.5,16.6
AG17S25030010,R277A81,0.0,201,360,17.0,346,13.0,358,4.0,false,25.0,22.5,16.6
AG17S26028004,R127Z77,0.0,201,360,17.0,346,13.0,358,4.0,true,25.0,22.5,16.6
AG17S26041010,R444K34,0.0,201,360,17.0,346,13.0,358,4.0,false,25.0,22.5,16.6
AG17S26041019,R326F82,0.0,201,360,17.0,346,13.0,358,4.0,false,25.0,22.5,16.6
AG17S22014017,R372X92,0.0,201,360,17.0,295,14.0,445,3.0,false,25.0,22.5,16.6
AG17S27001018,R124C99,0.0,201,360,17.0,295,14.0,445,3.0,false,25.0,22.5,16.6
AG17S25013007,R291P52,0.0,195,375,16.67,581,9.67,219,7.0,true,25.0,22.5,16.6
AG17S25017110,R258C65,0.0,195,375,16.67,581,9.67,219,7.0,false,25.0,22.5,16.6
AG17S25006014,R150F60,0.0,195,375,16.67,367,12.67,358,4.0,false,25.0,22.5,16.6
AG17S24016007,R183J75,0.0,195,375,16.67,367,12.67,358,4.0,false,25.0,22.5,16.6
AG17S23055085,R222Z19,0.0,195,375,16.67,314,13.67,445,3.0,false,25.0,22.5,16.6
AG17S24033042,R120K77,0.0,195,375,16.67,262,14.67,529,2.0,true,25.0,22.5,16.6
AG17S21307001,R135R38,0.0,195,375,16.67,262,14.67,529,2.0,false,25.0,22.5,16.6
AG17S28022011,R439R11,0.0,195,375,16.67,220,15.67,764,1.0,false,25.0,22.5,16.6
AG17S21207001,R211U20,0.0,195,375,16.67,184,16.67,923,0.0,false,25.0,22.5,16.6
AG17S25017034,R121R27,0.0,195,375,16.67,184,16.67,923,0.0,false,25.0,22.5,16.6
AG17S25012007,R292P98,0.0,189,385,16.33,786,7.33,159,9.0,false,25.0,22.5,16.6
AG17S25005013,R270Q28,0.0,189,385,16.33,531,10.33,261,6.0,false,25.0,22.5,16.6
AG17S22045017,R455T13,0.0,189,385,16.33,531,10.33,261,6.0,false,25.0,22.5,16.6
AG17S23013062,R412S34,0.0,189,385,16.33,395,12.33,358,4.0,false,25.0,22.5,16.6
AG17S21312004,R119C98,0.0,189,385,16.33,279,14.33,529,2.0,false,25.0,22.5,16.6
AG17S21407001,R441D91,0.0,189,385,16.33,279,14.33,529,2.0,false,25.0,22.5,16.6
AG17S26022004,R489Z20,0.0,189,385,16.33,238,15.33,764,1.0,false,25.0,22.5,16.6
AG17S23055142,R559Q72,0.0,189,385,16.33,238,15.33,764,1.0,false,25.0,22.5,16.6
AG17S26021010,R133H25,0.0,182,393,16.0,630,9.0,219,7.0,false,25.0,22.5,16.6
AG17S26026026,R149S17,0.0,182,393,16.0,415,12.0,358,4.0,false,25.0,22.5,16.6
AG17S23055007,R148Z18,0.0,182,393,16.0,346,13.0,445,3.0,false,25.0,22.5,16.6
AG17S25017049,R245P81,0.0,182,393,16.0,346,13.0,445,3.0,false,25.0,22.5,16.6
AG17S22015045,R307P17,0.0,182,393,16.0,295,14.0,529,2.0,false,25.0,22.5,16.6
AG17S24023003,R603W65,0.0,182,393,16.0,295,14.0,529,2.0,false,25.0,22.5,16.6
AG17S25006029,R112J48,0.0,176,399,15.67,667,8.67,219,7.0,false,25.0,22.5,16.6
AG17S21249004,R402M14,0.0,176,399,15.67,581,9.67,261,6.0,false,25.0,22.5,16.6
AG17S24021022,R127H28,0.0,176,399,15.67,581,9.67,261,6.0,false,25.0,22.5,16.6
AG17S23055073,R488F24,0.0,176,399,15.67,581,9.67,261,6.0,false,25.0,22.5,16.6
AG17S27001066,R490N68,0.0,176,399,15.67,444,11.67,358,4.0,false,25.0,22.5,16.6
AG17S21210001,R546U74,0.0,176,399,15.67,444,11.67,358,4.0,false,25.0,22.5,16.6
AG17S25029006,R277N92,0.0,176,399,15.67,444,11.67,358,4.0,false,25.0,22.5,16.6
AG17S22043001,R483P89,0.0,176,399,15.67,367,12.67,445,3.0,false,25.0,22.5,16.6
AG17S26026005,R480P40,0.0,176,399,15.67,314,13.67,529,2.0,false,25.0,22.5,16.6
AG17S24035022,R522S81,0.0,176,399,15.67,314,13.67,529,2.0,false,25.0,22.5,16.6
AG17S23013068,R461A26,0.0,176,399,15.67,314,13.67,529,2.0,false,25.0,22.5,16.6
AG17S26040013,R335U67,0.0,176,399,15.67,314,13.67,529,2.0,false,25.0,22.5,16.6
AG17S26043016,R353E87,0.0,176,399,15.67,314,13.67,529,2.0,false,25.0,22.5,16.6
AG17S28012038,R140K39,0.0,176,399,15.67,262,14.67,764,1.0,false,25.0,22.5,16.6
AG17S22075004,R193R82,0.0,176,399,15.67,262,14.67,764,1.0,false,25.0,22.5,16.6
AG17S26037010,R595B67,0.0,176,399,15.67,220,15.67,923,0.0,false,25.0,22.5,16.6
AG17S22107001,R253R30,0.0,170,415,15.33,1369,0.33,66,15.0,false,25.0,22.5,16.6
AG17S28012034,R315J40,0.0,170,415,15.33,698,8.33,219,7.0,false,25.0,22.5,16.6
AG17S27001078,R471Q26,0.0,170,415,15.33,698,8.33,219,7.0,false,25.0,22.5,16.6
AG17S27001074,R513T63,0.0,170,415,15.33,531,10.33,314,5.0,false,25.0,22.5,16.6
AG17S21235003,R240X31,0.0,170,415,15.33,462,11.33,358,4.0,false,25.0,22.5,16.6
AG17S24020017,R192Y21,0.0,170,415,15.33,462,11.33,358,4.0,false,25.0,22.5,16.6
AG17S21312015,R393K86,0.0,170,415,15.33,395,12.33,445,3.0,false,25.0,22.5,16.6
AG17S22006004,R306K49,0.0,170,415,15.33,329,13.33,529,2.0,false,25.0,22.5,16.6
AG17S27001120,R220V15,0.0,170,415,15.33,329,13.33,529,2.0,false,25.0,22.5,16.6
AG17S23013058,R444D84,0.0,170,415,15.33,329,13.33,529,2.0,false,25.0,22.5,16.6
AG17S25029004,R618T48,0.0,170,415,15.33,238,15.33,923,0.0,false,25.0,22.5,16.6
AG17S25022004,R647V23,0.0,170,415,15.33,238,15.33,923,0.0,false,25.0,22.5,16.6
AG17S21418006,R398R94,0.0,164,427,15.0,730,8.0,219,7.0,false,25.0,22.5,16.6
AG17S25017061,R369T98,0.0,164,427,15.0,730,8.0,219,7.0,false,25.0,22.5,16.6
AG17S27111045,R306E68,0.0,164,427,15.0,630,9.0,261,6.0,false,25.0,22.5,16.6
AG17S23055088,R475Q77,0.0,164,427,15.0,630,9.0,261,6.0,false,25.0,22.5,16.6
AG17S21235006,R518X72,0.0,164,427,15.0,491,11.0,358,4.0,false,25.0,22.5,16.6
AG17S25003001,R107K52,0.0,164,427,15.0,491,11.0,358,4.0,false,25.0,22.5,16.6
AG17S23055001,R245Y59,0.0,164,427,15.0,415,12.0,445,3.0,false,25.0,22.5,16.6
AG17S23055004,R608S89,0.0,164,427,15.0,415,12.0,445,3.0,false,25.0,22.5,16.6
AG17S25017067,R536X59,0.0,164,427,15.0,415,12.0,445,3.0,false,25.0,22.5,16.6
AG17S26003018,R234A60,0.0,164,427,15.0,346,13.0,529,2.0,false,25.0,22.5,16.6
AG17S26054001,R198G35,0.0,164,427,15.0,346,13.0,529,2.0,false,25.0,22.5,16.6
AG17S28020001,R510X66,0.0,164,427,15.0,346,13.0,529,2.0,false,25.0,22.5,16.6
AG17S26037019,R326C92,0.0,164,427,15.0,346,13.0,529,2.0,false,25.0,22.5,16.6
AG17S28020026,R531C99,0.0,164,427,15.0,295,14.0,764,1.0,false,25.0,22.5,16.6
AG17S28025001,R407W61,0.0,164,427,15.0,295,14.0,764,1.0,false,25.0,22.5,16.6
AG17S23055010,R632E32,0.0,164,427,15.0,295,14.0,764,1.0,false,25.0,22.5,16.6
AG17S28011028,R269S82,0.0,164,427,15.0,295,14.0,764,1.0,false,25.0,22.5,16.6
AG17S27110061,R388J28,0.0,164,427,15.0,255,15.0,923,0.0,false,25.0,22.5,16.6
AG17S26052079,R380V30,0.0,164,427,15.0,255,15.0,923,0.0,false,25.0,22.5,16.6
AG17S21311023,R148E22,0.0,158,446,14.67,952,5.67,159,9.0,false,25.0,22.5,16.6
AG17S25017031,R315M80,0.0,158,446,14.67,850,6.67,187,8.0,false,25.0,22.5,16.6
AG17S21311015,R303J55,0.0,158,446,14.67,511,10.67,358,4.0,false,25.0,22.5,16.6
AG17S24003026,R427K94,0.0,158,446,14.67,444,11.67,445,3.0,false,25.0,22.5,16.6
AG17S22015041,R269X17,0.0,158,446,14.67,367,12.67,529,2.0,false,25.0,22.5,16.6
AG17S28012031,R315M61,0.0,158,446,14.67,367,12.67,529,2.0,false,25.0,22.5,16.6
AG17S27108007,R235J64,0.0,158,446,14.67,367,12.67,529,2.0,false,25.0,22.5,16.6
AG17S24016088,R231D17,0.0,158,446,14.67,367,12.67,529,2.0,false,25.0,22.5,16.6
AG17S21312019,R398H83,0.0,158,446,14.67,367,12.67,529,2.0,false,25.0,22.5,16.6
AG17S27111025,R323P52,0.0,158,446,14.67,367,12.67,529,2.0,false,25.0,22.5,16.6
AG17S27001096,R407Q88,0.0,158,446,14.67,367,12.67,529,2.0,false,25.0,22.5,16.6
AG17S28020012,R510Z86,0.0,158,446,14.67,367,12.67,529,2.0,false,25.0,22.5,16.6
AG17S24035020,R229U87,0.0,158,446,14.67,314,13.67,764,1.0,false,25.0,22.5,16.6
AG17S23013060,R443Y99,0.0,158,446,14.67,314,13.67,764,1.0,false,25.0,22.5,16.6
AG17S27115006,R308Q74,0.0,158,446,14.67,262,14.67,923,0.0,false,25.0,22.5,16.6
AG17S24033028,R491M47,0.0,158,446,14.67,262,14.67,923,0.0,false,25.0,22.5,16.6
AG17S24035006,R595F20,0.0,158,446,14.67,262,14.67,923,0.0,false,25.0,22.5,16.6
AG17S25017064,R525H55,0.0,158,446,14.67,262,14.67,923,0.0,false,25.0,22.5,16.6
AG17S22007001,R461X58,0.0,151,464,14.33,786,7.33,219,7.0,false,25.0,22.5,16.6
AG17S21421001,R309N78,0.0,151,464,14.33,698,8.33,261,6.0,false,25.0,22.5,16.6
AG17S22093001,R235U25,0.0,151,464,14.33,531,10.33,358,4.0,false,25.0,22.5,16.6
AG17S21416001,R104G57,0.0,151,464,14.33,462,11.33,445,3.0,false,25.0,22.5,16.6
AG17S24020023,R310G98,0.0,151,464,14.33,462,11.33,445,3.0,false,25.0,22.5,16.6
AG17S25006020,R235V23,0.0,151,464,14.33,329,13.33,764,1.0,false,25.0,22.5,16.6
AG17S26042003,R589X38,0.0,151,464,14.33,279,14.33,923,0.0,false,25.0,22.5,16.6
AG17S27001058,R471Y77,0.0,145,471,14.0,730,8.0,261,6.0,false,25.0,22.5,16.6
AG17S24035018,R195J54,0.0,145,471,14.0,730,8.0,261,6.0,false,25.0,22.5,16.6
AG17S25017180,R361C32,0.0,145,471,14.0,730,8.0,261,6.0,false,25.0,22.5,16.6
AG17S25017156,R233G29,0.0,145,471,14.0,630,9.0,314,5.0,false,25.0,22.5,16.6
AG17S28011025,R162K16,0.0,145,471,14.0,630,9.0,314,5.0,false,25.0,22.5,16.6
AG17S24047031,R210Y33,0.0,145,471,14.0,630,9.0,314,5.0,false,25.0,22.5,16.6
AG17S22015015,R234A62,0.0,145,471,14.0,558,10.0,358,4.0,false,25.0,22.5,16.6
AG17S26052049,R487V20,0.0,145,471,14.0,558,10.0,358,4.0,false,25.0,22.5,16.6
AG17S26052073,R411W27,0.0,145,471,14.0,558,10.0,358,4.0,false,25.0,22.5,16.6
AG17S21427007,R309C56,0.0,145,471,14.0,558,10.0,358,4.0,false,25.0,22.5,16.6
AG17S25002028,R318F60,0.0,145,471,14.0,558,10.0,358,4.0,false,25.0,22.5,16.6
AG17S25017079,R233H92,0.0,145,471,14.0,558,10.0,358,4.0,false,25.0,22.5,16.6
AG17S28003001,R479G95,0.0,145,471,14.0,558,10.0,358,4.0,false,25.0,22.5,16.6
AG17S26022006,R169Z69,0.0,145,471,14.0,491,11.0,445,3.0,false,25.0,22.5,16.6
AG17S26003022,R482H59,0.0,145,471,14.0,491,11.0,445,3.0,false,25.0,22.5,16.6
AG17S26043003,R225D82,0.0,145,471,14.0,491,11.0,445,3.0,false,25.0,22.5,16.6
AG17S21249012,R382Z66,0.0,145,471,14.0,415,12.0,529,2.0,false,25.0,22.5,16.6
AG17S27109035,R380F27,0.0,145,471,14.0,415,12.0,529,2.0,false,25.0,22.5,16.6
AG17S26023005,R463G52,0.0,145,471,14.0,415,12.0,529,2.0,false,25.0,22.5,16.6
AG17S27001050,R551V89,0.0,145,471,14.0,415,12.0,529,2.0,false,25.0,22.5,16.6
AG17S27001130,R522C92,0.0,145,471,14.0,415,12.0,529,2.0,false,25.0,22.5,16.6
AG17S27114001,R597V10,0.0,145,471,14.0,415,12.0,529,2.0,false,25.0,22.5,16.6
AG17S25017172,R361E96,0.0,145,471,14.0,415,12.0,529,2.0,false,25.0,22.5,16.6
AG17S27007004,R157V72,0.0,145,471,14.0,346,13.0,764,1.0,false,25.0,22.5,16.6
AG17S21237004,R338W46,0.0,145,471,14.0,295,14.0,923,0.0,false,25.0,22.5,16.6
AG17S22014041,R394H10,0.0,145,471,14.0,295,14.0,923,0.0,false,25.0,22.5,16.6
AG17S21427001,R184H71,0.0,145,471,14.0,295,14.0,923,0.0,false,25.0,22.5,16.6
AG17S22047001,R152B64,0.0,145,471,14.0,295,14.0,923,0.0,false,25.0,22.5,16.6
AG17S26035004,R291J53,0.0,145,471,14.0,295,14.0,923,0.0,false,25.0,22.5,16.6
AG17S23025022,R372A59,0.0,139,500,13.67,768,7.67,261,6.0,false,25.0,22.5,16.6
AG17S22041003,R288V40,0.0,139,500,13.67,581,9.67,358,4.0,false,25.0,22.5,16.6
AG17S25005022,R164P27,0.0,139,500,13.67,581,9.67,358,4.0,false,25.0,22.5,16.6
AG17S21423004,R394D59,0.0,139,500,13.67,511,10.67,445,3.0,false,25.0,22.5,16.6
AG17S24037001,R121Q60,0.0,139,500,13.67,511,10.67,445,3.0,false,25.0,22.5,16.6
AG17S26021001,R554F74,0.0,139,500,13.67,511,10.67,445,3.0,false,25.0,22.5,16.6
AG17S27001068,R508J21,0.0,139,500,13.67,444,11.67,529,2.0,false,25.0,22.5,16.6
AG17S25002010,R444F35,0.0,139,500,13.67,444,11.67,529,2.0,false,25.0,22.5,16.6
AG17S22002001,R475E23,0.0,139,500,13.67,444,11.67,529,2.0,false,25.0,22.5,16.6
AG17S22014031,R394P19,0.0,139,500,13.67,367,12.67,764,1.0,false,25.0,22.5,16.6
AG17S24016046,R430C97,0.0,139,500,13.67,367,12.67,764,1.0,false,25.0,22.5,16.6
AG17S27111023,R545C24,0.0,139,500,13.67,367,12.67,764,1.0,false,25.0,22.5,16.6
AG17S21104001,R320K93,0.0,139,500,13.67,314,13.67,923,0.0,false,25.0,22.5,16.6
AG17S24004003,R551Q46,0.0,139,500,13.67,314,13.67,923,0.0,false,25.0,22.5,16.6
AG17S24019001,R147N47,0.0,133,514,13.33,976,5.33,187,8.0,false,25.0,22.5,16.6
AG17S27078001,R275T38,0.0,133,514,13.33,875,6.33,219,7.0,false,25.0,22.5,16.6
AG17S21249020,R397Z53,0.0,133,514,13.33,698,8.33,314,5.0,false,25.0,22.5,16.6
AG17S27010004,R532P70,0.0,133,514,13.33,698,8.33,314,5.0,false,25.0,22.5,16.6
AG17S22073001,R238C31,0.0,133,514,13.33,604,9.33,358,4.0,false,25.0,22.5,16.6
AG17S26027019,R387V61,0.0,133,514,13.33,531,10.33,445,3.0,false,25.0,22.5,16.6
AG17S28022001,R305J74,0.0,133,514,13.33,531,10.33,445,3.0,false,25.0,22.5,16.6
AG17S21404003,R223Z19,0.0,133,514,13.33,462,11.33,529,2.0,false,25.0,22.5,16.6
AG17S21403001,R350Z78,0.0,133,514,13.33,462,11.33,529,2.0,false,25.0,22.5,16.6
AG17S21401003,R471M34,0.0,133,514,13.33,462,11.33,529,2.0,false,25.0,22.5,16.6
AG17S21311019,R428Y97,0.0,133,514,13.33,462,11.33,529,2.0,false,25.0,22.5,16.6
AG17S22014047,R387C71,0.0,133,514,13.33,462,11.33,529,2.0,false,25.0,22.5,16.6
AG17S23013026,R466F50,0.0,133,514,13.33,462,11.33,529,2.0,false,25.0,22.5,16.6
AG17S25017170,R361E42,0.0,133,514,13.33,462,11.33,529,2.0,false,25.0,22.5,16.6
AG17S22031001,R612D56,0.0,133,514,13.33,462,11.33,529,2.0,false,25.0,22.5,16.6
AG17S27021001,R231U38,0.0,133,514,13.33,462,11.33,529,2.0,false,25.0,22.5,16.6
AG17S22027001,R363F34,0.0,133,514,13.33,395,12.33,764,1.0,false,25.0,22.5,16.6
AG17S27058001,R169H26,0.0,133,514,13.33,395,12.33,764,1.0,false,25.0,22.5,16.6
AG17S28011045,R429W21,0.0,133,514,13.33,395,12.33,764,1.0,false,25.0,22.5,16.6
AG17S21237001,R536C42,0.0,133,514,13.33,329,13.33,923,0.0,false,25.0,22.5,16.6
AG17S24016058,R269Q73,0.0,133,514,13.33,329,13.33,923,0.0,false,25.0,22.5,16.6
AG17S22006008,R393E65,0.0,133,514,13.33,329,13.33,923,0.0,false,25.0,22.5,16.6
AG17S21421002,R410S68,0.0,133,514,13.33,329,13.33,923,0.0,false,25.0,22.5,16.6
AG17S28016008,R531N39,0.0,133,514,13.33,329,13.33,923,0.0,false,25.0,22.5,16.6
AG17S22044019,R397M46,0.0,127,538,13.0,1003,5.0,187,8.0,false,25.0,22.5,16.6
AG17S27001110,R263P67,0.0,127,538,13.0,903,6.0,219,7.0,false,25.0,22.5,16.6
AG17S28040001,R225J18,0.0,127,538,13.0,730,8.0,314,5.0,false,25.0,22.5,16.6
AG17S22015013,R363X79,0.0,127,538,13.0,630,9.0,358,4.0,false,25.0,22.5,16.6
AG17S22030004,R639E28,0.0,127,538,13.0,558,10.0,445,3.0,false,25.0,22.5,16.6
